year,verb,gender
1981,forbids,male
1981,reveals,male
1981,finds,male
1981,marries,male
1981,meets,male
1982,decides,male
1982,works,male
1982,attempts,male
1982,grows,male
1982,dies,male
1982,recognizes,male
1982,meets,male
1982,kidnaps,male
1982,heads,male
1982,agrees,male
1982,hires,male
1982,comes,male
1982,brings,male
1982,alias,male
1982,finds,male
1982,arranges,male
1982,saves,male
1982,loses,male
1982,takes,male
1982,steps,male
1982,murders,male
1982,spurns,male
1982,meets,male
1982,rapes,male
1982,crushes,male
1982,makes,male
1982,loves,male
1982,loves,male
1982,meets,male
1982,forces,male
1982,angers,male
1982,finds,male
1982,recognises,male
1982,kills,male
1982,asks,male
1982,attempts,male
1982,decides,male
1982,informs,male
1982,vows,male
1982,chooses,male
1982,sustains,male
1983,opposes,male
1983,works,male
1983,brings,male
1983,resents,male
1983,garlands,male
1983,throws,male
1983,meets,male
1983,takes,male
1983,concludes,male
1983,kills,male
1983,demands,male
1983,insists,male
1983,hires,male
1983,sees,male
1983,finds,male
1983,places,male
1983,remarries,male
1983,meets,male
1983,escapes,male
1983,kills,male
1983,makes,male
1983,wants,male
1983,grabs,male
1983,raises,male
1983,grabs,male
1983,grows,male
1983,leaves,male
1983,comes,male
1983,makes,male
1983,lives,male
1983,needs,male
1983,brings,male
1983,changes,male
1983,refuses,male
1983,meets,male
1983,saves,male
1983,defies,male
1983,meets,male
1983,puts,male
1983,comes,male
1983,wants,male
1983,wanders,male
1983,knows,male
1984,visits,male
1984,finds,male
1984,bails,male
1984,expresses,male
1984,asks,male
1984,motivates,male
1984,asks,male
1984,meets,male
1984,remembers,male
1984,meets,male
1984,meets,male
1984,kills,male
1984,watches,male
1984,opposes,male
1984,knifes,male
1984,asks,male
1984,takes,male
1984,asks,male
1984,asks,male
1984,sees,male
1984,falls,male
1984,tries,male
1984,tries,male
1984,meets,male
1984,attempts,male
1984,telegrams,male
1984,meets,male
1984,understands,male
1984,proposes,male
1984,learns,male
1984,kills,male
1984,escapes,male
1984,grows,male
1984,tells,male
1984,grows,male
1984,takes,male
1984,marries,male
1984,sets,male
1984,refuses,male
1984,agrees,male
1985,travels,male
1985,attempts,male
1985,marries,male
1985,meets,male
1985,destroys,male
1985,blesses,male
1985,notes,male
1985,gets,male
1985,feels,male
1985,kills,male
1985,accumulates,male
1985,comes,male
1985,comes,male
1985,calls,male
1985,goes,male
1985,resides,male
1985,dies,male
1985,plans,male
1985,discovers,male
1985,joins,male
1985,sets,male
1985,confesses,male
1985,goes,male
1985,cheats,male
1985,shoots,male
1985,asks,male
1985,asks,male
1985,informs,male
1985,leaves,male
1985,comes,male
1985,knows,male
1985,kills,male
1985,comes,male
1985,helps,male
1985,dies,male
1985,moves,male
1985,falls,male
1985,sells,male
1986,loves,male
1986,saves,male
1986,convinces,male
1986,returns,male
1986,comes,male
1986,kills,male
1986,quarrel,male
1987,lives,male
1987,reveals,male
1987,sews,male
1987,sews,male
1987,introduces,male
1987,sets,male
1987,attempts,male
1987,returns,male
1987,kills,male
1987,loves,male
1987,forces,male
1987,asks,male
1987,realises,male
1987,tells,male
1987,recognizes,male
1987,dies,male
1987,opposes,male
1987,chooses,male
1987,chooses,male
1987,wants,male
1987,finds,male
1987,hires,male
1987,decides,male
1987,defeats,male
1987,stops,male
1987,leaves,male
1987,confronts,male
1987,watches,male
1987,commits,male
1988,tries,male
1988,agrees,male
1988,kills,male
1988,reaches,male
1988,sees,male
1988,joins,male
1988,develops,male
1988,hunts,male
1988,kills,male
1988,sends,male
1988,strikes,male
1988,discovers,male
1988,manages,male
1988,suspects,male
1988,blames,male
1988,loses,male
1988,leaves,male
1988,shuns,male
1988,reaches,male
1988,confronts,male
1988,confronts,male
1988,confronts,male
1988,meets,male
1988,adopts,male
1989,gains,male
1989,comes,male
1989,demands,male
1989,urges,male
1989,plans,male
1989,dies,male
1989,decides,male
1989,wants,male
1989,betrays,male
1989,wants,male
1989,betrays,male
1989,refuses,male
1989,attempts,male
1989,persuades,male
1989,appears,male
1989,appears,male
1989,shows,male
1989,refuses,male
1989,continues,male
1989,befriends,male
1989,finds,male
1989,meets,male
1989,grows,male
1989,returns,male
1989,crosses,male
1990,gets,male
1990,kills,male
1990,permits,male
1990,finds,male
1990,ensures,male
1990,backwards,male
1990,kills,male
1990,smirks,male
1990,decides,male
1990,respects,male
1990,s,male
1990,finds,male
1990,agrees,male
1990,finds,male
1990,bears,male
1990,finds,male
1990,manages,male
1990,believes,male
1990,falls,male
1990,brings,male
1990,follows,male
1990,begins,male
1990,joins,male
1990,confronts,male
1990,informs,male
1990,informs,male
1990,asks,male
1990,asks,male
1990,learns,male
1990,likes,male
1990,kills,male
1990,plays,male
1990,arrives,male
1990,warns,male
1990,helps,male
1990,decides,male
1990,joins,male
1990,dies,male
1990,falls,male
1990,moves,male
1990,kills,male
1990,makes,male
1990,lives,male
1990,returns,male
1990,befriends,male
1991,points,male
1991,kills,male
1991,asks,male
1991,says,male
1991,comes,male
1991,makes,male
1991,disowns,male
1991,refuses,male
1991,meets,male
1991,befriends,male
1991,returns,male
1991,seeks,male
1991,attempts,male
1991,decides,male
1991,fortunes,male
1991,plays,male
1991,plays,male
1991,arranges,male
1991,lives,male
1991,explains,male
1991,finds,male
1991,arrests,male
1991,wants,male
1991,dies,male
1991,runs,male
1991,likes,male
1991,takes,male
1991,confronts,male
1991,enacts,male
1991,does,male
1991,kills,male
1991,wants,male
1991,sends,male
1991,tortures,male
1991,allows,male
1991,loses,male
1991,understands,male
1991,allows,male
1991,tells,male
1991,goes,male
1991,tells,male
1991,tooks,male
1991,comes,male
1991,kills,male
1991,advises,male
1991,grabs,male
1991,grows,male
1991,gets,male
1991,finds,male
1991,saves,male
1991,informs,male
1991,realises,male
1992,revolts,male
1992,signs,male
1992,joins,male
1992,arrests,male
1992,wants,male
1992,comes,male
1992,marries,male
1992,comes,male
1992,leaves,male
1992,convinces,male
1992,tells,male
1992,tries,male
1992,meets,male
1992,comes,male
1992,gets,male
1992,finds,male
1992,pays,male
1992,finds,male
1992,returns,male
1992,wants,male
1992,asks,male
1992,wants,male
1992,comes,male
1992,intervenes,male
1992,returns,male
1992,consoles,male
1992,berates,male
1992,comes,male
1992,thinks,male
1992,finds,male
1992,catches,male
1992,tells,male
1992,meets,male
1992,brings,male
1992,finds,male
1992,meets,male
1992,consoles,male
1992,appears,male
1992,tells,male
1992,takes,male
1992,locks,male
1992,lets,male
1992,meets,male
1992,enlists,male
1992,says,male
1992,kills,male
1992,attacks,male
1992,recruits,male
1992,says,male
1992,comes,male
1992,sets,male
1992,finishes,male
1992,finishes,male
1992,tries,male
1992,prefers,male
1992,distributes,male
1992,lives,male
1993,works,male
1993,lives,male
1993,leaves,male
1993,buys,male
1993,asks,male
1993,ends,male
1993,remembers,male
1993,recognizes,male
1993,completes,male
1993,makes,male
1993,takes,male
1993,meets,male
1993,finds,male
1993,realises,male
1993,gets,male
1993,tries,male
1993,informs,male
1993,refuses,male
1993,befriends,male
1993,wants,male
1993,exposes,male
1993,lives,male
1993,exposes,male
1993,plays,male
1993,gets,male
1993,falls,male
1993,tries,male
1993,kills,male
1993,finds,male
1993,starts,male
1993,arranges,male
1993,s,male
1993,gets,male
1993,takes,male
1993,grows,male
1993,performs,male
1993,tells,male
1993,takes,male
1993,goes,male
1993,desires,male
1993,lives,male
1993,misunderstands,male
1994,tells,male
1994,thinks,male
1994,kills,male
1994,falls,male
1994,gets,male
1994,reminds,male
1994,finds,male
1994,bashes,male
1994,forgives,male
1994,avenges,male
1994,sentences,male
1995,wants,male
1995,comes,male
1995,marries,male
1995,places,male
1995,wants,male
1995,arranges,male
1995,decides,male
1995,uses,male
1996,finds,male
1996,finds,male
1996,travels,male
1996,finds,male
1996,stops,male
1996,sells,male
1996,kills,male
1996,tries,male
1996,dies,male
1996,tries,male
1996,kills,male
1996,kills,male
1996,vows,male
1996,finds,male
1996,tells,male
1996,accepts,male
1996,decides,male
1996,tries,male
1996,loathes,male
1996,accosts,male
1996,manages,male
1996,assassinates,male
1996,kills,male
1996,encounters,male
1996,burns,male
1996,goes,male
1996,gets,male
1996,decides,male
1996,stops,male
1996,asks,male
1996,murder,male
1996,looks,male
1996,discovers,male
1996,agrees,male
1996,loses,male
1997,earns,male
1997,asks,male
1997,finds,male
1997,obliges,male
1997,lies,male
1997,meets,male
1997,finds,male
1997,pooja,male
1997,manages,male
1997,betrays,male
1997,realizes,male
1997,calls,male
1997,helps,male
1997,lives,male
1997,holds,male
1997,contacts,male
1997,confides,male
1997,apprehends,male
1997,apprehends,male
1997,refuses,male
1997,gets,male
1997,kills,male
1997,helps,male
1997,kills,male
1997,calls,male
1997,helps,male
1997,finds,male
1997,encounters,male
1997,divulges,male
1997,assigns,male
1997,advises,male
1997,brings,male
1997,chokes,male
1997,pleads,male
1997,brings,male
1997,works,male
1997,meets,male
1997,commits,male
1997,meets,male
1997,tells,male
1997,wishes,male
1997,sees,male
1997,sees,male
1997,humiliates,male
1997,asks,male
1997,tells,male
1997,visits,male
1997,falls,male
1997,leaves,male
1997,learns,male
1997,uses,male
1997,tracks,male
1997,kills,male
1997,slays,male
1997,arrives,male
1998,starts,male
1998,comes,male
1998,comes,male
1998,sees,male
1998,feels,male
1998,agrees,male
1998,meets,male
1998,runs,male
1998,signs,male
1998,hears,male
1998,takes,male
1998,kills,male
1998,finds,male
1998,confronts,male
1998,reveals,male
1998,runs,male
1998,swears,male
1998,realizes,male
1998,wants,male
1998,concerns,male
1998,trains,male
1998,plays,male
1998,takes,male
1998,threatens,male
1998,fears,male
1998,kills,male
1998,sets,male
1998,takes,male
1998,urges,male
1998,plays,male
1998,uses,male
1998,happens,male
1998,goes,male
1999,insists,male
1999,wishes,male
1999,meets,male
1999,advises,male
1999,convinces,male
1999,comes,male
1999,comforts,male
1999,forces,male
1999,kills,male
1999,kumargrows,male
1999,reaches,male
1999,delivers,male
1999,stays,male
1999,turns,male
1999,tells,male
1999,gets,male
1999,calls,male
1999,goes,male
1999,betrays,male
1999,finds,male
1999,enters,male
1999,attempts,male
1999,asks,male
1999,performs,male
1999,trains,male
1999,phones,male
1999,discovers,male
1999,stages,male
1999,meets,male
1999,agrees,male
1999,asks,male
1999,loves,male
1999,tries,male
1999,pleads,male
1999,wants,male
1999,sings,male
1999,praises,male
1999,begins,male
1999,recruits,male
1999,tries,male
1999,hires,male
1999,recognizes,male
1999,tries,male
2000,finds,male
2000,makes,male
2000,comes,male
2000,introduces,male
2000,takes,male
2000,saves,male
2000,finds,male
2000,provides,male
2000,persuades,male
2000,finds,male
2000,meets,male
2000,thinks,male
2000,does,male
2000,happens,male
2000,spots,male
2000,confuses,male
2000,takes,male
2000,rapes,male
2000,kills,male
2000,tells,male
2000,kills,male
2000,decides,male
2000,kills,male
2000,meets,male
2000,sends,male
2000,persuades,male
2000,kills,male
2000,hires,male
2000,starts,male
2000,gets,male
2000,betrays,male
2000,prompts,male
2000,discovers,male
2000,learns,male
2000,joins,male
2000,approaches,male
2000,takes,male
2000,consoles,male
2000,appears,male
2000,tells,male
2000,reminds,male
2000,reveals,male
2000,faces,male
2000,loves,male
2001,tries,male
2001,reveals,male
2001,loves,male
2001,enrages,male
2001,meets,male
2001,dispatches,male
2001,saves,male
2001,explains,male
2001,begins,male
2001,shows,male
2001,lives,male
2001,tells,male
2001,enlists,male
2001,relates,male
2001,asks,male
2001,comes,male
2001,marries,male
2001,manages,male
2001,comes,male
2001,lets,male
2001,investigates,male
2001,sets,male
2001,misses,male
2001,takes,male
2001,gets,male
2001,witness,male
2001,intervenes,male
2001,opposes,male
2001,expresses,male
2001,wants,male
2001,comes,male
2001,takes,male
2001,tells,male
2001,offers,male
2001,informs,male
2002,comes,male
2002,raises,male
2002,introduces,male
2002,asks,male
2002,comes,male
2002,comes,male
2002,comes,male
2002,convinces,male
2002,musters,male
2002,locates,male
2002,persuades,male
2002,murders,male
2002,tries,male
2002,lives,male
2002,spots,male
2002,looks,male
2002,befriends,male
2002,arranges,male
2002,informs,male
2002,blames,male
2002,ends,male
2002,arranges,male
2002,slits,male
2002,enrages,male
2002,chases,male
2002,calls,male
2002,gets,male
2002,likes,male
2002,wants,male
2002,relents,male
2002,refuses,male
2002,hits,male
2002,realises,male
2002,backs,male
2002,gathers,male
2003,recalls,male
2003,advises,male
2003,learns,male
2003,threatens,male
2003,lives,male
2003,wishes,male
2003,wants,male
2003,dies,male
2003,worships,male
2003,shoots,male
2003,returns,male
2003,returns,male
2003,kills,male
2003,tries,male
2003,consults,male
2003,returns,male
2003,meets,male
2003,arrives,male
2003,marries,male
2003,alias,male
2003,fails,male
2003,takes,male
2003,gives,male
2003,accepts,male
2003,announces,male
2003,finds,male
2003,plays,male
2003,helps,male
2003,gets,male
2003,helps,male
2003,helps,male
2003,meets,male
2003,suspects,male
2003,reprimands,male
2003,shows,male
2003,owes,male
2003,tells,male
2003,gets,male
2003,moves,male
2003,reveals,male
2003,says,male
2003,misses,male
2003,believes,male
2003,does,male
2003,sees,male
2003,takes,male
2003,befriends,male
2003,hits,male
2003,meets,male
2003,returns,male
2003,gets,male
2003,meets,male
2003,meets,male
2003,criticises,male
2003,shatters,male
2003,marries,male
2003,learns,male
2003,announces,male
2003,asks,male
2003,sends,male
2003,sees,male
2003,finds,male
2003,kidnapping,male
2003,saves,male
2003,goes,male
2003,finds,male
2003,apprehends,male
2004,lives,male
2004,arrives,male
2004,follows,male
2004,tells,male
2004,tries,male
2004,kills,male
2004,meets,male
2004,calls,male
2004,turns,male
2004,sets,male
2004,transgresses,male
2004,ignores,male
2004,wants,male
2004,kills,male
2004,agrees,male
2004,invites,male
2004,ensures,male
2004,seizes,male
2004,visits,male
2004,meets,male
2004,disapproves,male
2004,asks,male
2004,vikas,male
2004,asks,male
2004,meets,male
2004,travels,male
2004,warns,male
2004,wants,male
2004,summons,male
2004,summons,male
2004,confesses,male
2004,slips,male
2004,gets,male
2004,finds,male
2004,marries,male
2004,marries,male
2004,returns,male
2004,grows,male
2004,meets,male
2004,leaves,male
2004,migrates,male
2004,finds,male
2004,identifies,male
2004,identifies,male
2004,confesses,male
2004,prevents,male
2004,tells,male
2004,continues,male
2004,comes,male
2004,brings,male
2004,visits,male
2004,lives,male
2004,scolds,male
2004,scolds,male
2004,slaps,male
2005,realizes,male
2005,expects,male
2005,discloses,male
2005,calls,male
2005,turns,male
2005,realises,male
2005,states,male
2005,entraps,male
2005,rescues,male
2005,gives,male
2005,calls,male
2005,takes,male
2005,meets,male
2005,meets,male
2005,kills,male
2005,relents,male
2005,coaxes,male
2005,lives,male
2005,cancels,male
2005,gets,male
2005,uses,male
2005,manages,male
2005,blasts,male
2005,sets,male
2005,leaves,male
2005,gets,male
2005,delivers,male
2005,forgets,male
2005,tries,male
2005,trains,male
2005,finds,male
2005,wants,male
2005,hunts,male
2005,hunts,male
2005,tells,male
2005,dies,male
2005,takes,male
2005,sends,male
2005,follows,male
2005,goes,male
2005,takes,male
2005,falls,male
2005,finds,male
2005,finds,male
2005,says,male
2005,marries,male
2005,plans,male
2005,expresses,male
2005,kidnaps,male
2005,appoints,male
2005,develops,male
2005,chases,male
2005,meets,male
2005,suggests,male
2005,marries,male
2005,confronts,male
2005,explains,male
2005,charges,male
2005,questions,male
2005,falls,male
2005,returns,male
2005,meets,male
2005,saves,male
2005,tells,male
2005,lives,male
2005,offers,male
2005,decides,male
2005,succeeds,male
2005,comes,male
2005,wants,male
2006,finds,male
2006,focusses,male
2006,returns,male
2006,lives,male
2006,records,male
2006,comes,male
2006,informs,male
2006,teames,male
2006,turns,male
2006,refuses,male
2006,decides,male
2006,questions,male
2006,releases,male
2006,sends,male
2006,plans,male
2006,owes,male
2006,announces,male
2006,buys,male
2006,enters,male
2006,happens,male
2006,dies,male
2006,murders,male
2006,includes,male
2006,sends,male
2006,prefers,male
2006,finds,male
2006,attacks,male
2006,meets,male
2006,comes,male
2006,finds,male
2006,tries,male
2006,kills,male
2006,pretends,male
2006,tells,male
2006,lands,male
2006,wants,male
2006,invites,male
2006,places,male
2006,allows,male
2006,offers,male
2006,gets,male
2006,takes,male
2006,uses,male
2006,undergoes,male
2006,meets,male
2006,encourages,male
2006,appears,male
2006,kidnaps,male
2006,appropriates,male
2006,convinces,male
2006,alias,male
2006,convinces,male
2006,meets,male
2006,fails,male
2006,comes,male
2006,enters,male
2006,drops,male
2006,leaves,male
2006,convinces,male
2006,tells,male
2006,shows,male
2006,tells,male
2006,manages,male
2006,joins,male
2006,tells,male
2006,sends,male
2006,knocks,male
2006,picks,male
2006,hopes,male
2006,falls,male
2006,uses,male
2006,values,male
2006,comes,male
2006,leads,male
2006,gives,male
2006,gives,male
2006,hits,male
2006,invites,male
2006,informs,male
2006,takes,male
2007,plays,male
2007,plays,male
2007,remains,male
2007,plays,male
2007,pays,male
2007,treats,male
2007,heads,male
2007,beheads,male
2007,arrives,male
2007,tries,male
2007,laughs,male
2007,betrays,male
2007,stops,male
2007,realises,male
2007,calls,male
2007,explains,male
2007,wants,male
2007,tells,male
2007,encounters,male
2007,gives,male
2007,finds,male
2007,finds,male
2007,kills,male
2007,sends,male
2007,gets,male
2007,falls,male
2007,watches,male
2007,decides,male
2007,entertains,male
2007,lives,male
2007,needs,male
2007,gets,male
2007,informs,male
2007,asks,male
2007,joins,male
2007,finds,male
2007,decides,male
2007,rejects,male
2007,uses,male
2007,meets,male
2007,introduces,male
2007,mimicks,male
2007,meets,male
2007,defeats,male
2007,gets,male
2007,smells,male
2007,sends,male
2007,loses,male
2007,complains,male
2007,leaves,male
2007,manages,male
2007,reports,male
2007,takes,male
2007,anger,male
2008,swears,male
2008,gets,male
2008,protests,male
2008,demands,male
2008,narrates,male
2008,owns,male
2008,wears,male
2008,defines,male
2008,wins,male
2008,destroys,male
2008,kills,male
2008,returns,male
2008,escapes,male
2008,meets,male
2008,tells,male
2008,hires,male
2008,decides,male
2008,says,male
2008,discards,male
2008,meets,male
2008,realises,male
2008,asks,male
2008,replaces,male
2008,calls,male
2008,comes,male
2008,supports,male
2008,kidnaps,male
2008,argues,male
2008,declares,male
2008,disappears,male
2008,narrates,male
2008,lets,male
2008,tries,male
2008,sees,male
2008,arrests,male
2008,disappears,male
2008,tricks,male
2008,overcomes,male
2008,falls,male
2008,feels,male
2008,introduces,male
2008,disbands,male
2008,tells,male
2008,carries,male
2008,learns,male
2008,agrees,male
2008,realizes,male
2008,pays,male
2008,tells,male
2008,turns,male
2008,tackles,male
2008,approaches,male
2008,accuses,male
2008,convinces,male
2008,meets,male
2008,finds,male
2008,agrees,male
2008,goes,male
2008,visits,male
2008,assists,male
2008,encourages,male
2008,introduces,male
2008,intervenes,male
2008,grows,male
2008,battles,male
2008,travels,male
2008,develops,male
2008,pleads,male
2008,tries,male
2008,meets,male
2008,suffers,male
2008,calls,male
2008,knows,male
2008,kills,male
2009,kills,male
2009,heals,male
2009,tries,male
2009,flees,male
2009,arrives,male
2009,meets,male
2009,saves,male
2009,demands,male
2009,comes,male
2009,shoots,male
2009,causes,male
2009,comes,male
2009,shoots,male
2009,adores,male
2009,revolves,male
2009,comes,male
2009,realises,male
2009,explains,male
2009,meets,male
2009,rane,male
2010,realizes,male
2010,comes,male
2010,shows,male
2010,convinces,male
2010,comes,male
2010,promises,male
2010,seeks,male
2010,decides,male
2010,supports,male
2010,convinces,male
2010,tells,male
2010,introduces,male
2010,dies,male
2010,carries,male
2010,tells,male
2010,presents,male
2010,meets,male
2010,finds,male
2010,plays,male
2010,persuades,male
2010,attacks,male
2010,falls,male
2010,demands,male
2011,sees,male
2011,uses,male
2011,crosses,male
2011,asks,male
2011,watches,male
2011,shows,male
2011,sets,male
2011,narrates,male
2011,says,male
2012,opens,male
2012,calls,male
2012,completes,male
2012,finds,male
2012,gets,male
2012,singh,male
2012,visits,male
2012,singh,male
2012,manages,male
2012,attempts,male
2012,identifies,male
2012,identifies,male
2012,concludes,male
2012,disapproves,male
2012,starts,male
2012,angers,male
2012,kills,male
2012,reaches,male
2013,lives,male
2013,shoots,male
2013,kills,male
2013,agrees,male
2013,convinces,male
2014,causes,male
2014,asks,male
2014,decides,male
2014,returns,male
2014,breaks,male
2014,adopts,male
2014,meets,male
2015,expresses,male
2015,lands,male
2015,calls,male
2015,calls,male
2015,sends,male
2015,captures,male
2015,knocks,male
2015,decides,male
2015,treats,male
2015,evacuates,male
2015,nabs,male
2015,talks,male
2015,owns,male
2015,jumps,male
2015,finds,male
2015,shoots,male
2015,enters,male
2015,beats,male
2015,finds,male
2015,scolds,male
2015,advises,male
2015,falls,male
2015,kills,male
2015,helps,male
2015,meets,male
2015,narrates,male
2015,tries,male
2015,sees,male
2015,takes,male
2015,reveals,male
2015,loves,male
2015,tells,male
2015,discovers,male
2015,treats,male
2015,meets,male
2015,sees,male
2015,wants,male
2015,refuses,male
2015,comes,male
2015,dies,male
2015,works,male
2015,uses,male
2015,gets,male
2015,arranges,male
2015,reveals,male
2015,likes,male
2015,resists,male
2015,comes,male
2015,tells,male
2015,goes,male
2015,feels,male
2015,meets,male
2015,files,male
2015,tells,male
2015,holds,male
2015,arrives,male
2015,meets,male
2015,escalates,male
2015,tries,male
2015,tries,male
2015,recovers,male
2015,reaches,male
2015,reaches,male
2015,vows,male
2015,regrets,male
2015,asks,male
2015,meets,male
2015,survives,male
2015,burns,male
2015,refuses,male
2015,challenges,male
2015,needs,male
2014,ends,male
2014,hands,male
2014,arrives,male
2014,tells,male
2014,believes,male
2014,forgives,male
2014,shoots,male
2014,goads,male
2014,asks,male
2014,joins,male
2014,enters,male
2014,hopes,male
2014,calls,male
2014,learns,male
2014,narrates,male
2014,finds,male
2014,shoots,male
2014,uses,male
2014,refuses,male
2014,visits,male
2014,meets,male
2014,takes,male
2014,disowns,male
2014,leaves,male
2014,meets,male
2014,barges,male
2014,encounters,male
2014,meets,male
2014,hears,male
2014,beats,male
2014,prepares,male
2014,enters,male
2014,starts,male
2014,gets,male
2014,realises,male
2014,enters,male
2014,chases,male
2014,realises,male
2014,gives,male
2014,endures,male
2013,dies,male
2013,rallies,male
2013,comes,male
2013,humiliates,male
2013,shoots,male
2013,feeds,male
2013,tells,male
2013,calls,male
2013,gets,male
2013,stabs,male
2013,warns,male
2013,takes,male
2013,promises,male
2013,brings,male
2013,thinks,male
2013,convinces,male
2013,identifies,male
2013,turns,male
2013,singh,male
2013,brings,male
2013,kills,male
2013,saves,male
2013,disapproves,male
